case_id,tooth_id,landmark,x,y,z,score,margin,missing_tooth,missing,nan,out_of_bounds,from_local
142,t11,m,-2.7082552909851074,4.105518341064453,0.3883962631225586,0.36151647567749023,0.5005742311477661,False,False,False,False,False
142,t11,ma,3.5663180351257324,2.310394287109375,-0.5718173980712891,0.33384406566619873,0.5000068545341492,False,False,False,False,False
142,t11,da,2.348661422729492,-3.183706283569336,-2.695010185241699,0.8259454965591431,0.5013183951377869,False,False,False,False,False
142,t11,mc,1.3498446941375732,-3.293855667114258,-1.657547950744629,0.5015849471092224,0.5004860162734985,False,False,False,False,False
142,t11,dc,-4.208681583404541,-1.1277904510498047,-0.4909238815307617,0.44345295429229736,0.5005061626434326,False,False,False,False,False
142,t11,bgb,1.0275647640228271,6.245614051818848,0.38481616973876953,0.14731121063232422,0.5006300210952759,False,False,False,False,False
142,t11,lgb,-2.7082552909851074,4.105518341064453,0.3883962631225586,0.13785819709300995,0.5006973147392273,False,False,False,False,False
142,t12,m,0.9291400909423828,-0.7343902587890625,4.344071388244629,0.8487894535064697,0.5013562440872192,False,False,False,False,False
142,t12,ma,1.621546745300293,-3.4314842224121094,-0.5306510925292969,0.34635215997695923,0.500542163848877,False,False,False,False,False
142,t12,da,-0.5296726226806641,-1.5375423431396484,2.4278488159179688,0.8915653228759766,0.5008428692817688,False,False,False,False,False
142,t12,mc,-0.9550132751464844,4.197443962097168,-0.33511924743652344,0.4471666216850281,0.5001912117004395,False,False,False,False,False
142,t12,dc,-3.4377822875976562,-0.03431892395019531,-1.4671211242675781,0.6652904748916626,0.5007294416427612,False,False,False,False,False
142,t12,bgb,2.2083077430725098,-2.1113834381103516,2.063565254211426,0.6585227251052856,0.5016152858734131,False,False,False,False,False
142,t12,lgb,1.1695537567138672,-2.8481903076171875,1.3725090026855469,0.4017852246761322,0.500176191329956,False,False,False,False,False
142,t13,m,-1.8808460235595703,1.2296514511108398,5.096604347229004,0.6712467670440674,0.500200629234314,False,False,False,False,False
142,t13,mc,-2.0374622344970703,-1.5953044891357422,-3.200615406036377,0.18774983286857605,0.5003286600112915,False,False,False,False,False
142,t13,dc,1.9736099243164062,-1.559591293334961,4.094183921813965,0.7701970934867859,0.5010112524032593,False,False,False,False,False
142,t13,bgb,1.6441259384155273,-1.294820785522461,4.538230895996094,0.5358129143714905,0.5006113648414612,False,False,False,False,False
142,t13,lgb,1.702296257019043,-3.1625308990478516,0.14972877502441406,0.7944669127464294,0.5001339316368103,False,False,False,False,False
142,t14,b,3.577998161315918,-1.8575787544250488,1.5447301864624023,0.6824383735656738,0.5051535964012146,False,False,False,False,False
142,t14,l,-2.3344058990478516,-1.1459827423095703,5.735099792480469,0.5203125476837158,0.5015299916267395,False,False,False,False,False
142,t14,m,5.205275535583496,0.4394674301147461,1.4927806854248047,0.5005123019218445,0.5039801597595215,False,False,False,False,False
142,t14,mr,0.4647541046142578,-2.974118709564209,3.155886650085449,0.7492074370384216,0.5016598701477051,False,False,False,False,False
142,t14,dr,-3.055418014526367,0.08675098419189453,-2.0072999000549316,0.7745670080184937,0.500666081905365,False,False,False,False,False
142,t14,mc,5.458294868469238,1.540757417678833,1.5742530822753906,0.7019124627113342,0.501076340675354,False,False,False,False,False
142,t14,dc,2.6358890533447266,0.33076047897338867,-2.815089225769043,0.39967814087867737,0.5015003681182861,False,False,False,False,False
142,t14,bgb,-3.6930007934570312,-0.9860992431640625,3.0289535522460938,0.5386725664138794,0.5001630187034607,False,False,False,False,False
142,t14,lgb,4.273777961730957,0.3750476837158203,-1.5433659553527832,0.5293673276901245,0.5001510381698608,False,False,False,False,False
142,t15,b,3.670757293701172,4.640079975128174,0.8382439613342285,0.3228987753391266,0.5002073049545288,False,False,False,False,False
142,t15,l,4.8259735107421875,4.423213005065918,1.3291740417480469,0.4308304190635681,0.5003844499588013,False,False,False,False,False
142,t15,m,2.665924072265625,1.533993124961853,-2.519256114959717,0.5595433712005615,0.5003241300582886,False,False,False,False,False
142,t15,mr,-1.475168228149414,-2.947406768798828,-0.10733652114868164,0.5367396473884583,0.5003038048744202,False,False,False,False,False
142,t15,dr,-2.9050140380859375,2.601443290710449,3.086313247680664,0.2818218171596527,0.5001262426376343,False,False,False,False,False
142,t15,mc,-1.3255329132080078,-3.12701678276062,2.386323928833008,0.5973814129829407,0.5004043579101562,False,False,False,False,False
142,t15,dc,3.856496810913086,-1.4902933835983276,0.30417680740356445,0.659887969493866,0.5003389716148376,False,False,False,False,False
142,t15,bgb,4.473711013793945,-1.1814935207366943,1.1205739974975586,0.660253643989563,0.5009570121765137,False,False,False,False,False
142,t15,lgb,-1.484893798828125,-1.9215167760849,4.2724409103393555,0.5046980977058411,0.5007452368736267,False,False,False,False,False
142,t16,mb,6.987422943115234,0.5911550521850586,2.4618778228759766,0.12342510372400284,0.5022954344749451,False,False,False,False,False
142,t16,db,-4.325298309326172,-1.3318886756896973,5.057058334350586,0.7766188979148865,0.5001723766326904,False,False,False,False,False
142,t16,ml,-4.441896438598633,1.2645339965820312,4.914694786071777,0.5483291149139404,0.5023016333580017,False,False,False,False,False
142,t16,dl,3.6428661346435547,6.392926216125488,1.1384015083312988,0.7096195220947266,0.5012020468711853,False,False,False,False,False
142,t16,bg,6.789857864379883,0.17095088958740234,2.222123622894287,0.4083011746406555,0.5008631348609924,False,False,False,False,False
142,t16,m,-0.4029045104980469,5.244350433349609,-1.4845890998840332,0.7566876411437988,0.501406192779541,False,False,False,False,False
142,t16,mr,-3.372629165649414,4.075843811035156,2.3790550231933594,0.7332037091255188,0.5016741156578064,False,False,False,False,False
142,t16,dr,-1.6261653900146484,5.1769208908081055,-0.3800687789916992,0.8815013766288757,0.5000395774841309,False,False,False,False,False
142,t16,mc,2.722064971923828,5.113330841064453,-2.2310256958007812,0.41383597254753113,0.5017883777618408,False,False,False,False,False
